created_at,base,exchange,ticket1,ticket2,ticket3,profit
2019-08-21T03:10:33.674Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1312
2019-08-21T03:10:48.595Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1488
2019-08-21T03:11:03.294Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1632
2019-08-21T03:11:19.243Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1777
2019-08-21T03:11:33.424Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1647
2019-08-21T03:11:48.791Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1567
2019-08-21T03:12:03.708Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1979
2019-08-21T03:12:19.384Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1546
2019-08-21T03:12:34.899Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1761
2019-08-21T03:12:47.896Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1715
2019-08-21T03:13:04.853Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2078
2019-08-21T03:13:19.751Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2217
2019-08-21T03:13:34.050Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2011
2019-08-21T03:13:49.063Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1481
2019-08-21T03:14:04.217Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1685
2019-08-21T03:14:20.049Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1775
2019-08-21T03:14:35.376Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1596
2019-08-21T03:14:49.721Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1429
2019-08-21T03:15:05.302Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1524
2019-08-21T03:15:19.246Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1883
2019-08-21T03:15:34.644Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1829
2019-08-21T03:15:49.593Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1808
2019-08-21T03:16:04.722Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1879
2019-08-21T03:16:20.348Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1677
2019-08-21T03:16:35.244Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1623
2019-08-21T03:16:49.583Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1785
2019-08-21T03:17:04.640Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1946
2019-08-21T03:17:21.052Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1864
2019-08-21T03:17:35.177Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1854
2019-08-21T03:17:51.292Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1756
2019-08-21T03:18:05.005Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1447
2019-08-21T03:18:21.100Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1618
2019-08-21T03:18:35.112Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1528
2019-08-21T03:18:49.478Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1503
2019-08-21T03:19:05.093Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1548
2019-08-21T03:19:21.317Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1474
2019-08-21T03:19:37.795Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1457
2019-08-21T03:19:50.965Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1307
2019-08-21T03:20:05.706Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1591
2019-08-21T03:20:19.561Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1735
2019-08-21T03:20:35.803Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1842
2019-08-21T03:20:51.935Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1842
2019-08-21T03:21:05.575Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1885
2019-08-21T03:21:21.490Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1759
2019-08-21T03:21:36.943Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1341
2019-08-21T03:21:51.062Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.148
2019-08-21T03:22:06.153Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1498
2019-08-21T03:22:23.069Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.148
2019-08-21T03:22:35.280Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1221
2019-08-21T03:22:51.388Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1336
2019-08-21T03:23:06.015Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1613
2019-08-21T03:23:21.458Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1086
2019-08-21T03:23:36.273Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1675
2019-08-21T03:23:52.331Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.168
2019-08-21T03:24:08.211Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1697
2019-08-21T03:24:21.526Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.166
2019-08-21T03:24:52.815Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1351
2019-08-21T03:25:05.838Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1351
2019-08-21T03:25:22.600Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1531
2019-08-21T03:25:27.093Z,BTC,gateio,BTC/USDT,USDC/USDT,BTC/USDC,103.9651
2019-08-21T03:25:36.726Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1243
2019-08-21T03:25:51.822Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.1528
2019-08-21T03:26:06.075Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.231
2019-08-21T03:26:23.198Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2215
2019-08-21T03:26:38.154Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2561
2019-08-21T03:26:53.130Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2597
2019-08-21T03:27:06.945Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2714
2019-08-21T03:27:23.162Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2571
2019-08-21T03:27:37.210Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2373
2019-08-21T03:27:52.326Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2603
2019-08-21T03:28:07.198Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2419
2019-08-21T03:28:23.665Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2824
2019-08-21T03:28:37.771Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2628
2019-08-21T03:28:53.418Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2459
2019-08-21T03:29:08.479Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2372
2019-08-21T03:29:23.762Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2534
2019-08-21T03:29:38.780Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2336
2019-08-21T03:29:52.905Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.257
2019-08-21T03:30:08.030Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2632
2019-08-21T03:30:23.019Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2614
2019-08-21T03:30:38.010Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.303
2019-08-21T03:30:54.220Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2448
2019-08-21T03:31:07.920Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2467
2019-08-21T03:31:23.125Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2179
2019-08-21T03:31:39.433Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2111
2019-08-21T03:31:54.564Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2237
2019-08-21T03:32:10.896Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2123
2019-08-21T03:32:26.242Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2367
2019-08-21T03:32:39.590Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2433
2019-08-21T03:32:53.387Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2523
2019-08-21T03:33:07.572Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2703
2019-08-21T03:33:23.889Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2112
2019-08-21T03:33:39.680Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2082
2019-08-21T03:33:53.833Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.2533
2019-08-21T03:33:58.533Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.0625
2019-08-21T03:34:24.541Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.6111
2019-08-21T03:34:28.080Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1516
2019-08-21T03:34:32.703Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2779
2019-08-21T03:34:32.704Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,0.6806
2019-08-21T03:34:44.552Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.0749
2019-08-21T03:34:44.554Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.4726
2019-08-21T03:34:53.790Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.0636
2019-08-21T03:34:53.791Z,BTC,zb,TRX/BTC,TRX/USDT,BTC/USDT,0.3058
2019-08-21T03:34:55.842Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.1226
2019-08-21T03:34:55.843Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1657
2019-08-21T03:34:55.843Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.0822
2019-08-21T03:35:09.589Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.0822
2019-08-21T03:35:09.588Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1657
2019-08-21T03:35:10.041Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5266
2019-08-21T03:35:10.042Z,BTC,zb,TRX/BTC,TRX/USDT,BTC/USDT,0.3389
2019-08-21T03:35:10.196Z,BTC,coinex,BTC/USDC,USDC/USDT,BTC/USDT,0.1021
2019-08-21T03:35:16.742Z,BTC,poloniex,EOS/BTC,EOS/USDC,BTC/USDC,0.0707
2019-08-21T03:35:18.904Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1611
2019-08-21T03:35:18.905Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4683
2019-08-21T03:35:18.906Z,BTC,zb,TRX/BTC,TRX/USDT,BTC/USDT,0.611
2019-08-21T03:35:20.691Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.1389
2019-08-21T03:35:31.633Z,BTC,poloniex,ATOM/BTC,ATOM/USDC,BTC/USDC,0.3019
2019-08-21T03:35:31.634Z,BTC,poloniex,ATOM/BTC,ATOM/USDT,BTC/USDT,0.3055
2019-08-21T03:35:34.503Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2662
2019-08-21T03:35:34.503Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.2969
2019-08-21T03:35:44.705Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0659
2019-08-21T03:35:54.113Z,BTC,poloniex,ATOM/BTC,ATOM/USDC,BTC/USDC,0.2566
2019-08-21T03:35:54.426Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5179
2019-08-21T03:35:56.750Z,BTC,kucoin,TRX/BTC,TRX/USDT,BTC/USDT,0.0962
2019-08-21T03:35:56.751Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2068
2019-08-21T03:35:57.171Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2068
2019-08-21T03:36:11.420Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.0877
2019-08-21T03:36:10.988Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.0877
2019-08-21T03:36:11.682Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.4901
2019-08-21T03:36:25.433Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.2874
2019-08-21T03:36:40.512Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.2977
2019-08-21T03:36:54.424Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.0972
2019-08-21T03:36:59.166Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.0552
2019-08-21T03:36:59.586Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.0552
2019-08-21T03:37:11.576Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2339
2019-08-21T03:37:11.148Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2339
2019-08-21T03:37:11.593Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.3012
2019-08-21T03:37:11.594Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.3086
2019-08-21T03:37:24.631Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.3401
2019-08-21T03:37:24.633Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.348
2019-08-21T03:37:40.365Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.1494
2019-08-21T03:37:41.752Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2065
2019-08-21T03:37:41.753Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5737
2019-08-21T03:37:55.709Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1911
2019-08-21T03:37:55.710Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9666
2019-08-21T03:37:58.828Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.108
2019-08-21T03:38:26.135Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0636
2019-08-21T03:38:26.136Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7431
2019-08-21T03:38:29.067Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.0547
2019-08-21T03:38:40.994Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1582
2019-08-21T03:38:40.995Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.7326
2019-08-21T03:38:54.896Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8065
2019-08-21T03:39:10.214Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8675
2019-08-21T03:39:24.035Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9167
2019-08-21T03:39:41.431Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6724
2019-08-21T03:39:56.362Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.5216
2019-08-21T03:40:10.734Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.0761
2019-08-21T03:40:11.170Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.0761
2019-08-21T03:40:25.878Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1301
2019-08-21T03:40:26.301Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1301
2019-08-21T03:40:26.320Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6292
2019-08-21T03:40:40.457Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1465
2019-08-21T03:40:40.459Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6845
2019-08-21T03:40:41.539Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1572
2019-08-21T03:40:41.959Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1572
2019-08-21T03:40:54.562Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.2001
2019-08-21T03:40:54.563Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.6651
2019-08-21T03:41:00.229Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1703
2019-08-21T03:41:00.230Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2491
2019-08-21T03:41:00.650Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2491
2019-08-21T03:41:11.413Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8355
2019-08-21T03:41:15.162Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2112
2019-08-21T03:41:15.585Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2112
2019-08-21T03:41:27.065Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0936
2019-08-21T03:41:27.491Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2815
2019-08-21T03:41:27.067Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2815
2019-08-21T03:41:27.510Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.8534
2019-08-21T03:41:46.926Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2707
2019-08-21T03:41:47.346Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2707
2019-08-21T03:41:55.670Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2449
2019-08-21T03:41:59.894Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2707
2019-08-21T03:42:00.314Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2707
2019-08-21T03:42:12.159Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2815
2019-08-21T03:42:11.733Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2815
2019-08-21T03:42:12.179Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1831
2019-08-21T03:42:25.992Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2512
2019-08-21T03:42:27.631Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2004
2019-08-21T03:42:28.051Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2004
2019-08-21T03:42:41.677Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1537
2019-08-21T03:42:45.542Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1464
2019-08-21T03:42:45.961Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1464
2019-08-21T03:42:55.733Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2466
2019-08-21T03:43:00.522Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1085
2019-08-21T03:43:00.946Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1085
2019-08-21T03:43:10.787Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2595
2019-08-21T03:43:15.402Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1572
2019-08-21T03:43:14.976Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1572
2019-08-21T03:43:27.970Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1734
2019-08-21T03:43:27.546Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1734
2019-08-21T03:43:27.988Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1612
2019-08-21T03:43:42.053Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,1.9116
2019-08-21T03:43:45.898Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1788
2019-08-21T03:43:46.341Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1788
2019-08-21T03:43:56.201Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2033
2019-08-21T03:44:00.866Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1409
2019-08-21T03:44:01.288Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1409
2019-08-21T03:44:11.280Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2608
2019-08-21T03:44:15.847Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1355
2019-08-21T03:44:15.424Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1355
2019-08-21T03:44:27.365Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3606
2019-08-21T03:44:32.213Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1355
2019-08-21T03:44:32.649Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1355
2019-08-21T03:44:42.783Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2474
2019-08-21T03:44:46.109Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.1734
2019-08-21T03:44:46.531Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.1734
2019-08-21T03:44:57.237Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1899
2019-08-21T03:45:00.734Z,BTC,kucoin,ETH/BTC,VET/ETH,VET/BTC,0.6686
2019-08-21T03:45:00.735Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0897
2019-08-21T03:45:00.736Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.2058
2019-08-21T03:45:01.163Z,ETH,kucoin,VET/ETH,VET/BTC,ETH/BTC,0.6686
2019-08-21T03:45:01.165Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.2058
2019-08-21T03:45:11.356Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1873
2019-08-21T03:45:13.042Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.3329
2019-08-21T03:45:13.043Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.3194
2019-08-21T03:45:13.473Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.3194
2019-08-21T03:45:26.375Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.305
2019-08-21T03:45:26.376Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.289
2019-08-21T03:45:28.240Z,BTC,kucoin,XTZ/BTC,XTZ/USDT,BTC/USDT,0.0912
2019-08-21T03:45:28.240Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.6136
2019-08-21T03:45:28.241Z,BTC,kucoin,ADA/BTC,ADA/USDT,BTC/USDT,0.3014
2019-08-21T03:45:28.241Z,BTC,kucoin,MKR/BTC,MKR/ETH,ETH/BTC,0.6037
2019-08-21T03:45:28.664Z,ETH,kucoin,ETH/BTC,MKR/BTC,MKR/ETH,0.6037
2019-08-21T03:45:28.239Z,BTC,kucoin,BNB/BTC,BNB/USDT,BTC/USDT,0.1468
2019-08-21T03:45:47.724Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1176
2019-08-21T03:45:57.395Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0883
2019-08-21T03:45:57.396Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2328
2019-08-21T03:46:02.775Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1517
2019-08-21T03:46:10.626Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1115
2019-08-21T03:46:10.627Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.438
2019-08-21T03:46:16.346Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.105
2019-08-21T03:46:27.732Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3219
2019-08-21T03:46:27.731Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.1175
2019-08-21T03:46:29.643Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.2249
2019-08-21T03:46:42.531Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0988
2019-08-21T03:46:42.533Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.5602
2019-08-21T03:46:45.954Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.104
2019-08-21T03:46:56.836Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.5039
2019-08-21T03:47:01.544Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1079
2019-08-21T03:47:12.746Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2754
2019-08-21T03:47:16.989Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.0894
2019-08-21T03:47:26.734Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2882
2019-08-21T03:47:29.327Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1303
2019-08-21T03:47:43.512Z,BTC,kucoin,ZEC/BTC,ZEC/USDT,BTC/USDT,0.1147
2019-08-21T03:47:44.223Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2684
2019-08-21T03:47:44.222Z,BTC,zb,XLM/BTC,XLM/USDT,BTC/USDT,0.0651
2019-08-21T03:47:57.113Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3466
2019-08-21T03:48:14.470Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.3667
2019-08-21T03:48:27.804Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.2681
2019-08-21T03:48:44.530Z,BTC,zb,XEM/BTC,XEM/USDT,BTC/USDT,2.1913
